file_path,angle,channel,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,load_variables.started,load_variables.stopped,Welcome.started,key_instruct.started,Welcome.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,pretest.started,trial_type,fixation.started,sound_1.started,fixation.stopped,image.started,pretest_response.started,pretest.stopped,pretest_response.keys,pretest_response.corr,pretest_response.rt,pretest_response.duration,training.started,text.started,key_resp.started,training.stopped,key_resp.keys,key_resp.rt,key_resp.duration,training_block.started,fixation_2.started,sound_3.started,fixation_2.stopped,image_3.started,training_response.started,training_block.stopped,training_response.keys,training_response.corr,training_response.rt,training_response.duration,feedback.started,text_2.started,image_4.started,feedback.stopped,Test_Instructions.started,key_instruct_2.started,Test_Instructions.stopped,key_instruct_2.keys,key_instruct_2.rt,key_instruct_2.duration,forced_break.started,text_countdown.started,forced_break.stopped,post_test.started,fixation_3.started,sound_4.started,fixation_3.stopped,image_5.started,pretest_response_2.started,post_test.stopped,pretest_response_2.keys,pretest_response_2.corr,pretest_response_2.rt,pretest_response_2.duration,thank_you.started,text_3.started,text_3.stopped,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,0.011379208001017105,0.012703458000032697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856642,001,2024-12-03_19h27.47.736,experiment,2024.1.5,None,2024-12-03 19h27.56.252832 +0530,
,,,,,,,,,,,,,,,,,,,,0.012730875001579989,0.02700845800427487,1.2188873330014758,space,1.163278749998426,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856642,001,2024-12-03_19h27.47.736,experiment,2024.1.5,None,2024-12-03 19h27.56.252832 +0530,
test_stimuli/right_30_1000_test.wav,30,right,v,0,0,0,3,,,,,,,,,1.2573861660057446,,,,,,,,,,1.2284627500048373,pre_test,1.2573861660057446,1.7222892076718077,1.7555926660061232,2.2158722080057487,2.2158722080057487,7.217074416003015,b,0,4.996522292000009,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856642,001,2024-12-03_19h27.47.736,experiment,2024.1.5,None,2024-12-03 19h27.56.252832 +0530,
test_stimuli/left_90_1000_test.wav,90,left,z,0,1,1,0,,,,,,,,,7.230845333004254,,,,,,,,,,7.2178124580022995,pre_test,7.230845333004254,7.72152779167324,7.722647125003277,8.214768290999928,8.214768290999928,9.905745208001463,z,1,1.6830770829983521,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856642,001,2024-12-03_19h27.47.736,experiment,2024.1.5,None,2024-12-03 19h27.56.252832 +0530,
test_stimuli/right_90_1000_test.wav,90,right,b,0,2,2,1,,,,,,,,,9.918704666000849,,,,,,,,,,9.906230666005285,pre_test,9.918704666000849,10.406013999669328,10.410958250002295,10.89650579100271,10.89650579100271,12.07405600000493,x,0,1.1733241670008283,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856642,001,2024-12-03_19h27.47.736,experiment,2024.1.5,None,2024-12-03 19h27.56.252832 +0530,
test_stimuli/left_30_1000_test.wav,30,left,x,0,3,3,2,,,,,,,,,12.08658487500361,,,,,,,,,,12.074597583006835,pre_test,12.08658487500361,12.580655166672175,12.576399249999668,13.071534250004333,13.071534250004333,13.4249754160046,c,0,0.34573420800006716,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856642,001,2024-12-03_19h27.47.736,experiment,2024.1.5,None,2024-12-03 19h27.56.252832 +0530,
test_stimuli/center_0_1000_test.wav,0,center,c,0,4,4,4,,,,,,,,,13.437724666000577,,,,,,,,,,13.426004041000851,pre_test,13.437724666000577,13.928623666670562,13.927485916006844,14.421877416003554,14.421877416003554,14.90844141600246,v,0,0.4851240839998354,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856642,001,2024-12-03_19h27.47.736,experiment,2024.1.5,None,2024-12-03 19h27.56.252832 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.908856291003758,14.916830416004814,14.916830416004814,16.490334125002846,space,1.5634001669968711,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856642,001,2024-12-03_19h27.47.736,experiment,2024.1.5,None,2024-12-03 19h27.56.252832 +0530,
training_stimuli/white_noise/right_30_white_training.wav,30,right,v,,,,,0,0,0,3,,,,,16.50783404100366,,,,,,,,,,,training,,,,,,,,,,,,,,,,,,16.495599416004552,16.50783404100366,16.99726620767275,17.00612875000661,17.488244791005854,17.488244791005854,18.23478770800284,v,1,0.7353617920016404,None,18.23534683300386,18.284499166002206,18.284499166002206,20.73906791600166,,,,,,,,,,,,,,,,,,,,,,,,,856642,001,2024-12-03_19h27.47.736,experiment,2024.1.5,None,2024-12-03 19h27.56.252832 +0530,
training_stimuli/white_noise/center_0_white_training.wav,0,center,c,,,,,0,1,1,4,,,,,20.74786275000224,,,,,,,,,,,training,,,,,,,,,,,,,,,,,,20.739328875002684,20.74786275000224,21.23842379166696,21.246323916006077,21.732064208001248,21.732064208001248,22.07556000000477,x,0,0.33558649999758927,None,22.075961125003232,22.128671416001453,22.128671416001453,24.580537416004518,,,,,,,,,,,,,,,,,,,,,,,,,856642,001,2024-12-03_19h27.47.736,experiment,2024.1.5,None,2024-12-03 19h27.56.252832 +0530,
training_stimuli/white_noise/left_30_white_training.wav,30,left,x,,,,,0,2,2,2,,,,,24.59132962500007,,,,,,,,,,,training,,,,,,,,,,,,,,,,,,24.581096708003315,24.59132962500007,25.079640541673385,25.089707375002035,25.573055208005826,25.573055208005826,25.986748500006797,z,0,0.40086933299608063,None,25.987087500005146,26.03288700000121,26.03288700000121,28.492659375006042,,,,,,,,,,,,,,,,,,,,,,,,,856642,001,2024-12-03_19h27.47.736,experiment,2024.1.5,None,2024-12-03 19h27.56.252832 +0530,
training_stimuli/white_noise/left_90_white_training.wav,90,left,z,,,,,0,3,3,0,,,,,28.503198541002348,,,,,,,,,,,training,,,,,,,,,,,,,,,,,,28.49325729100383,28.503198541002348,28.989929082669065,28.99484370800201,29.483191916006035,29.483191916006035,29.80875562500296,v,0,0.3183760000028997,None,29.809515583001485,29.85711670800083,29.85711670800083,32.318152333005855,,,,,,,,,,,,,,,,,,,,,,,,,856642,001,2024-12-03_19h27.47.736,experiment,2024.1.5,None,2024-12-03 19h27.56.252832 +0530,
training_stimuli/white_noise/right_90_white_training.wav,90,right,b,,,,,0,4,4,1,,,,,32.32742662500095,,,,,,,,,,,training,,,,,,,,,,,,,,,,,,32.31842658300593,32.32742662500095,32.81107995767185,32.823219249999966,33.30648820799979,33.30648820799979,33.576138541000546,c,0,0.2668645420053508,None,33.57688866600074,33.62394100000529,33.62394100000529,36.08090387500124,,,,,,,,,,,,,,,,,,,,,,,,,856642,001,2024-12-03_19h27.47.736,experiment,2024.1.5,None,2024-12-03 19h27.56.252832 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.08096037500218,36.088972416000615,38.10683337500086,space,2.013889084002585,None,,,,,,,,,,,,,,,,,,,856642,001,2024-12-03_19h27.47.736,experiment,2024.1.5,None,2024-12-03 19h27.56.252832 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.10686474999966,38.12450845800049,98.10890637500415,,,,,,,,,,,,,,,,856642,001,2024-12-03_19h27.47.736,experiment,2024.1.5,None,2024-12-03 19h27.56.252832 +0530,
test_stimuli/left_90_1000_test.wav,90,left,z,,,,,,,,,0,0,0,0,98.12805495800421,,,,,,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.1163238750014,98.12805495800421,98.60887908267274,98.62560654100525,99.10200275000534,99.10200275000534,100.86153575000208,v,0,1.7568728330006707,None,,,,,856642,001,2024-12-03_19h27.47.736,experiment,2024.1.5,None,2024-12-03 19h27.56.252832 +0530,
test_stimuli/left_30_1000_test.wav,30,left,x,,,,,,,,,0,1,1,2,100.87559166600113,,,,,,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.86241470800451,100.87559166600113,101.36647208266756,101.37559079100174,101.85917137500655,101.85917137500655,102.25081050000153,x,1,0.3875697080002283,None,,,,,856642,001,2024-12-03_19h27.47.736,experiment,2024.1.5,None,2024-12-03 19h27.56.252832 +0530,
test_stimuli/right_30_1000_test.wav,30,right,v,,,,,,,,,0,2,2,3,102.26327475000289,,,,,,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.25143837500218,102.26327475000289,102.75050987466626,102.7588487910034,103.25143287500396,103.25143287500396,103.52880870800436,z,0,0.27439820900326595,None,,,,,856642,001,2024-12-03_19h27.47.736,experiment,2024.1.5,None,2024-12-03 19h27.56.252832 +0530,
