file_path,angle,channel,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,time,load_variables.started,load_variables.stopped,Welcome.started,key_instruct.started,Welcome.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,pretest.started,trial_type,fixation.started,sound_1.started,fixation.stopped,image.started,pretest_response.started,pretest.stopped,pretest_response.keys,pretest_response.corr,pretest_response.rt,pretest_response.duration,sound_1.stopped,training.started,text.started,key_resp.started,training.stopped,key_resp.keys,key_resp.rt,key_resp.duration,training_block1.started,fixation_2.started,sound_3.started,fixation_2.stopped,image_3.started,training_response.started,training_block1.stopped,training_response.keys,training_response.corr,training_response.rt,training_response.duration,feedback.started,text_2.started,image_4.started,feedback.stopped,Test_Instructions.started,key_instruct_2.started,Test_Instructions.stopped,key_instruct_2.keys,key_instruct_2.rt,key_instruct_2.duration,forced_break.started,text_countdown.started,key_resp_3.started,forced_break.stopped,key_resp_2.keys,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,post_test.started,fixation_3.started,sound_4.started,fixation_3.stopped,image_5.started,pretest_response_2.started,post_test.stopped,pretest_response_2.keys,pretest_response_2.corr,pretest_response_2.rt,pretest_response_2.duration,thank_you.started,text_3.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
training_stimuli/white_noise/left_30_white_training.wav,30,left,x,,,,,0,2,2,2,,,,,,,,,29.44660783400468,,,,,,,,,,,,training,,,,,,,,,,,,,,,,,,,29.438532167005178,29.44660783400468,29.937643083667595,29.94389349999983,30.559163959005673,30.559163959005673,30.871806959003152,v,0,0.30317179200210376,None,30.87212295900099,30.917350250005256,30.917350250005256,33.37634054200316,,,,,,,,,,,,,,,,,,,,,,,,,,,,052901,001,2024-12-04_09h58.44.809,experiment,2024.1.5,None,2024-12-04 09h59.55.396824 +0530,
training_stimuli/white_noise/right_30_white_training.wav,30,right,v,,,,,0,3,3,3,,,,,,,,,33.38679737500206,,,,,,,,,,,,training,,,,,,,,,,,,,,,,,,,33.37667020899971,33.38679737500206,33.87571666667306,33.87771895900369,34.49770612500288,34.49770612500288,45.52360262500588,v,1,11.013435083994409,None,45.52411820900306,45.57998675000272,45.57998675000272,48.02890120899974,,,,,,,,,,,,,,,,,,,,,,,,,,,,052901,001,2024-12-04_09h58.44.809,experiment,2024.1.5,None,2024-12-04 09h59.55.396824 +0530,
training_stimuli/white_noise/center_0_white_training.wav,0,center,c,,,,,0,4,4,4,,,,,,,,,48.03751170900068,,,,,,,,,,,,training,,,,,,,,,,,,,,,,,,,48.029264209006215,48.03751170900068,48.52656608367057,48.525997250006185,49.14818408400606,49.14818408400606,49.28946800000267,b,0,0.13707050000084564,None,49.2897994590021,49.33401970900013,49.33401970900013,51.79728687500028,,,,,,,,,,,,,,,,,,,,,,,,,,,,052901,001,2024-12-04_09h58.44.809,experiment,2024.1.5,None,2024-12-04 09h59.55.396824 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.79818520900153,51.804071584003395,53.35808929199993,space,1.5478560420015128,None,,,,,,,,,,,,,,,,,,,,,,052901,001,2024-12-04_09h58.44.809,experiment,2024.1.5,None,2024-12-04 09h59.55.396824 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.35815537500457,53.37731483400421,53.37731483400421,54.39568495900312,None,h,1.0122534170004656,None,,,,,,,,,,,,,,052901,001,2024-12-04_09h58.44.809,experiment,2024.1.5,None,2024-12-04 09h59.55.396824 +0530,
test_stimuli/left_90_1000_test.wav,90,left,z,,,,,,,,,,,,,0,0,0,0,54.42241104200366,,,,,,,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.4090588340041,54.42241104200366,54.90527583367317,54.91056920900155,55.527414084004704,55.527414084004704,56.14791416700609,z,1,0.6122899999973015,None,,,052901,001,2024-12-04_09h58.44.809,experiment,2024.1.5,None,2024-12-04 09h59.55.396824 +0530,
test_stimuli/right_30_1000_test.wav,30,right,v,,,,,,,,,,,,,0,1,1,3,56.15931837500102,,,,,,,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.1486783750006,56.15931837500102,56.65556420867166,56.65547616700496,57.276220667001326,57.276220667001326,57.49829220900574,x,0,0.21837441700336058,None,,,052901,001,2024-12-04_09h58.44.809,experiment,2024.1.5,None,2024-12-04 09h59.55.396824 +0530,
test_stimuli/left_30_1000_test.wav,30,left,x,,,,,,,,,,,,,0,2,2,2,57.50918458399974,,,,,,,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.498788375000004,57.50918458399974,58.005144833671025,58.00551516700216,58.62611845900392,58.62611845900392,58.99015875000623,c,0,0.356341375001648,None,,,052901,001,2024-12-04_09h58.44.809,experiment,2024.1.5,None,2024-12-04 09h59.55.396824 +0530,
test_stimuli/right_90_1000_test.wav,90,right,b,,,,,,,,,,,,,0,3,3,1,59.004459959003725,,,,,,,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.991034750004474,59.004459959003725,59.49321150067068,59.49298758400255,60.11426529200253,60.11426529200253,62.19728983400273,v,0,2.0755652909938362,None,,,052901,001,2024-12-04_09h58.44.809,experiment,2024.1.5,None,2024-12-04 09h59.55.396824 +0530,
test_stimuli/center_0_1000_test.wav,0,center,c,,,,,,,,,,,,,0,4,4,4,62.208812709002814,,,,,,,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.197804875002475,62.208812709002814,62.70556404166952,62.70522679200076,63.32720108400099,63.32720108400099,63.9819749590024,b,0,0.652087250004115,None,,,052901,001,2024-12-04_09h58.44.809,experiment,2024.1.5,None,2024-12-04 09h59.55.396824 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.982356625005195,63.99169670900301,,,,,,,,
