file_path,angle,channel,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,time,load_variables.started,load_variables.stopped,Welcome.started,key_instruct.started,Welcome.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,pretest.started,trial_type,fixation.started,sound_1.started,fixation.stopped,image.started,pretest_response.started,pretest.stopped,pretest_response.keys,pretest_response.corr,pretest_response.rt,pretest_response.duration,sound_1.stopped,training.started,text.started,key_resp.started,training.stopped,key_resp.keys,key_resp.rt,key_resp.duration,training_block1.started,fixation_2.started,sound_3.started,fixation_2.stopped,image_3.started,training_response.started,training_block1.stopped,training_response.keys,training_response.corr,training_response.rt,training_response.duration,feedback.started,text_2.started,image_4.started,feedback.stopped,Test_Instructions.started,key_instruct_2.started,Test_Instructions.stopped,key_instruct_2.keys,key_instruct_2.rt,key_instruct_2.duration,forced_break.started,text_countdown.started,key_resp_3.started,forced_break.stopped,key_resp_2.keys,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,post_test.started,fixation_3.started,sound_4.started,fixation_3.stopped,image_5.started,pretest_response_2.started,post_test.stopped,pretest_response_2.keys,pretest_response_2.corr,pretest_response_2.rt,pretest_response_2.duration,thank_you.started,text_3.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,two,0.06373245900613256,0.06451675000425894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,052901,001,2024-12-04_09h58.44.809,experiment,2024.1.5,None,2024-12-04 09h59.55.396824 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,0.06454770900018048,0.08796233400062192,11.348525834000611,space,11.194857875001617,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,052901,001,2024-12-04_09h58.44.809,experiment,2024.1.5,None,2024-12-04 09h59.55.396824 +0530,
test_stimuli/left_30_1000_test.wav,30,left,x,0,0,0,2,,,,,,,,,,,,,11.432077167002717,,,,,,,,,,,11.374075084000651,pre_test,11.432077167002717,11.853898625671961,11.924473792001663,12.480777209006192,12.480777209006192,13.227092959001311,z,0,0.7413153340021381,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,052901,001,2024-12-04_09h58.44.809,experiment,2024.1.5,None,2024-12-04 09h59.55.396824 +0530,
test_stimuli/center_0_1000_test.wav,0,center,c,0,1,1,4,,,,,,,,,,,,,13.240264084000955,,,,,,,,,,,13.227879959005804,pre_test,13.240264084000955,13.737193541670665,13.737184625002556,14.370189875000506,14.370189875000506,14.76186341700668,x,0,0.3847457090014359,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,052901,001,2024-12-04_09h58.44.809,experiment,2024.1.5,None,2024-12-04 09h59.55.396824 +0530,
test_stimuli/left_90_1000_test.wav,90,left,z,0,2,2,0,,,,,,,,,,,,,14.785986625000078,,,,,,,,,,,14.762408959002641,pre_test,14.785986625000078,15.262050166671786,15.276526292000199,15.887280292001378,15.887280292001378,16.105516209005145,c,0,0.21011158300098032,None,15.887280292001378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,052901,001,2024-12-04_09h58.44.809,experiment,2024.1.5,None,2024-12-04 09h59.55.396824 +0530,
test_stimuli/right_90_1000_test.wav,90,right,b,0,3,3,1,,,,,,,,,,,,,16.11768716700317,,,,,,,,,,,16.10620829200343,pre_test,16.11768716700317,16.61119645867099,16.610007000002952,17.23756525000499,17.23756525000499,17.474020708999888,v,0,0.23346962499635993,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,052901,001,2024-12-04_09h58.44.809,experiment,2024.1.5,None,2024-12-04 09h59.55.396824 +0530,
test_stimuli/right_30_1000_test.wav,30,right,v,0,4,4,3,,,,,,,,,,,,,17.48536541700014,,,,,,,,,,,17.47501433400612,pre_test,17.48536541700014,17.97642150066919,17.974728834000416,18.60392229200079,18.60392229200079,19.73737012500351,v,1,1.1262909580036649,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,052901,001,2024-12-04_09h58.44.809,experiment,2024.1.5,None,2024-12-04 09h59.55.396824 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.73771570900135,19.745531709006173,19.745531709006173,20.57973908400163,space,0.8273729169959552,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,052901,001,2024-12-04_09h58.44.809,experiment,2024.1.5,None,2024-12-04 09h59.55.396824 +0530,
training_stimuli/white_noise/left_90_white_training.wav,90,left,z,,,,,0,0,0,0,,,,,,,,,20.59535366700584,,,,,,,,,,,,training,,,,,,,,,,,,,,,,,,,20.586049042001832,20.59535366700584,21.086787416669054,21.093302042005234,21.70857120900473,21.70857120900473,21.90606362499966,z,1,0.18908583300071768,None,21.90723870900547,21.97835691700311,21.97835691700311,24.41109845900064,,,,,,,,,,,,,,,,,,,,,,,,,,,,052901,001,2024-12-04_09h58.44.809,experiment,2024.1.5,None,2024-12-04 09h59.55.396824 +0530,
training_stimuli/white_noise/right_90_white_training.wav,90,right,b,,,,,0,1,1,1,,,,,,,,,24.419746917003067,,,,,,,,,,,,training,,,,,,,,,,,,,,,,,,,24.411444959005166,24.419746917003067,24.910825250666917,24.910427709000942,25.537307459002477,25.537307459002477,26.929922667004575,x,0,1.390724416996818,None,26.930236500003957,26.981222209004045,26.981222209004045,29.437961292002,,,,,,,,,,,,,,,,,,,,,,,,,,,,052901,001,2024-12-04_09h58.44.809,experiment,2024.1.5,None,2024-12-04 09h59.55.396824 +0530,
