sound_file_name,Angle,Channel,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,load_variables.started,load_variables.stopped,Welcome.started,key_instruct.started,Welcome.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,pretest.started,trial_type,fixation.started,sound_1.started,fixation.stopped,image.started,pretest_response.started,pretest.stopped,pretest_response.keys,pretest_response.rt,pretest_response.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
final_pure_tone_30_left.wav,30,Left,1,10,22,8,39.07318349999696,,,,,,,,,,39.06463158299448,pre_test,39.07318349999696,39.56940270766451,39.570083499995235,40.06006725000043,40.06006725000043,40.2302392079946,z,0.16285695799888344,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_white_noise_90_right.wav,90,Right,1,11,23,1,40.240485999995144,,,,,,,,,,40.23089020799671,pre_test,40.240485999995144,40.73664829166616,40.73608837500069,41.22694212499482,41.22694212499482,41.54022937500122,x,0.3118920419947244,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_pure_tone_30_right.wav,30,Right,2,0,24,9,41.54899220800144,,,,,,,,,,41.540880832995754,pre_test,41.54899220800144,42.043300541667364,42.04257079099625,42.536761874995136,42.536761874995136,42.89709220799705,c,0.3561312089950661,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_white_noise_90_left.wav,90,Left,2,1,25,0,42.90753504099848,,,,,,,,,,42.89778679099982,pre_test,42.90753504099848,43.403260624665805,43.40334562499629,43.893526249994466,43.893526249994466,44.1068830410004,z,0.20833779199892888,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_pure_tone_0_right.wav,0,Right,2,2,26,11,44.114941874999204,,,,,,,,,,44.10750204099895,pre_test,44.114941874999204,44.61015283266558,44.60950754099758,45.1036379579964,45.1036379579964,45.30715620800038,x,0.20197604099666933,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_pure_tone_90_right.wav,90,Right,2,3,27,7,45.31545729099889,,,,,,,,,,45.30782466600067,pre_test,45.31545729099889,45.81035804166119,45.809514749998925,46.30356954099989,46.30356954099989,46.96396850000019,v,0.6560165830014739,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_white_noise_90_right.wav,90,Right,2,4,28,1,46.97347158299817,,,,,,,,,,46.96456791599485,pre_test,46.97347158299817,47.47018016666358,47.469938540998555,47.960201124995365,47.960201124995365,48.164199915998324,c,0.19751954200182809,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_white_noise_0_right.wav,0,Right,2,5,29,5,48.1741264999946,,,,,,,,,,48.164803207997466,pre_test,48.1741264999946,48.66966987466391,48.67039258300065,49.16061379099847,49.16061379099847,49.30784679099452,z,0.13656916600302793,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_white_noise_30_right.wav,30,Right,2,6,30,3,49.31749404099537,,,,,,,,,,49.30848724999669,pre_test,49.31749404099537,49.81038849966377,49.80939608300105,50.303349916001025,50.303349916001025,50.48109375000058,x,0.17299191699567018,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_pure_tone_90_left.wav,90,Left,2,7,31,6,50.49239770799613,,,,,,,,,,50.48179012499895,pre_test,50.49239770799613,50.98639195766397,50.9870900829992,51.477525665999565,51.477525665999565,53.76488199999585,c,2.2805912499970873,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_pure_tone_0_left.wav,0,Left,2,8,32,10,53.77493908299948,,,,,,,,,,53.76555499999813,pre_test,53.77493908299948,54.27026654166208,54.27032816599967,54.760363041001256,54.760363041001256,55.45759512500081,v,0.6888285829991219,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_white_noise_0_left.wav,0,Left,2,9,33,4,55.467582165998465,,,,,,,,,,55.45824133299902,pre_test,55.467582165998465,55.960149416667505,55.9606449579951,56.45379583299655,56.45379583299655,56.74109099999623,c,0.2793158749991562,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_white_noise_30_left.wav,30,Left,2,10,34,2,56.75075433299935,,,,,,,,,,56.74171020799986,pre_test,56.75075433299935,57.2435505826618,57.24362004100112,57.73731383300037,57.73731383300037,57.84816266599955,z,0.10942312499537366,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_pure_tone_30_left.wav,30,Left,2,11,35,8,57.85820312499709,,,,,,,,,,57.848762415997044,pre_test,57.85820312499709,58.35358079166714,58.35372054099571,58.84384595799929,58.84384595799929,58.95769304099667,x,0.10747950000222772,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_white_noise_0_right.wav,0,Right,3,0,36,5,58.96620995799458,,,,,,,,,,58.95837716599635,pre_test,58.96620995799458,59.46034212466135,59.46006945800036,59.95419641600165,59.95419641600165,60.107677082996815,c,0.1520903329947032,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_pure_tone_90_right.wav,90,Right,3,1,37,7,60.11582774999988,,,,,,,,,,60.108336541001336,pre_test,60.11582774999988,60.610873499663526,60.609931749997486,61.10398987499502,61.10398987499502,61.2411946659995,v,0.13137687500420725,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_white_noise_90_right.wav,90,Right,3,2,38,1,61.25045129099453,,,,,,,,,,61.24181983299786,pre_test,61.25045129099453,61.743780291664976,61.7434500409945,62.23751120799716,62.23751120799716,62.40778995800065,z,0.16275825000047917,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_white_noise_30_right.wav,30,Right,3,3,39,3,62.41687866600114,,,,,,,,,,62.40847279100126,pre_test,62.41687866600114,62.911021166666856,62.91019362500083,63.40405045799707,63.40405045799707,63.64135116599937,x,0.2358634579941281,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_white_noise_30_left.wav,30,Left,3,4,40,2,63.649108082994644,,,,,,,,,,63.64195329100039,pre_test,63.649108082994644,64.14437912466771,64.14348083300138,64.63750062499457,64.63750062499457,64.94122283299657,c,0.29743916699953843,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_pure_tone_30_right.wav,30,Right,3,5,41,9,64.95119474999956,,,,,,,,,,64.94184554099775,pre_test,64.95119474999956,65.44376116666196,65.44396774999768,65.93746683299833,65.93746683299833,66.18228758299665,v,0.24347983400366502,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_pure_tone_90_left.wav,90,Left,3,6,42,6,66.1919880409987,,,,,,,,,,66.18294066599628,pre_test,66.1919880409987,66.68702070766837,66.68745787499938,67.17773862499598,67.17773862499598,67.34815441599494,z,0.16697245900286362,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_pure_tone_30_left.wav,30,Left,3,7,43,8,67.35730258299736,,,,,,,,,,67.34879479099618,pre_test,67.35730258299736,67.85369370766809,67.85426191599981,68.34464099999605,68.34464099999605,68.5318888749971,x,0.178949167006067,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_white_noise_90_left.wav,90,Left,3,8,44,0,68.54188062499452,,,,,,,,,,68.53252883299865,pre_test,68.54188062499452,69.03708679166836,69.03759249999712,69.52777712499665,69.52777712499665,69.72474133299693,v,0.19137504199898103,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_pure_tone_0_right.wav,0,Right,3,9,45,11,69.73262650000106,,,,,,,,,,69.7253583749989,pre_test,69.73262650000106,70.22746549966202,70.2275726250009,70.72117570800037,70.72117570800037,70.84105179100152,z,0.11829774999932852,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_pure_tone_0_left.wav,0,Left,3,10,46,10,70.84878212499461,,,,,,,,,,70.84165208299964,pre_test,70.84878212499461,71.344808749662,71.34379145799903,71.83781791599904,71.83781791599904,72.1414226659981,x,0.29700083400530275,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_white_noise_0_left.wav,0,Left,3,11,47,4,72.14913624999463,,,,,,,,,,72.142035416,pre_test,72.14913624999463,72.64441424966596,72.64372200000071,73.13787516600132,73.13787516600132,73.44145379099791,c,0.29477562499960186,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_white_noise_90_left.wav,90,Left,4,0,48,0,73.4492409999948,,,,,,,,,,73.44211054100015,pre_test,73.4492409999948,73.944600832667,73.94430899999861,74.43789929099876,74.43789929099876,74.73207687499962,v,0.2886412920051953,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_white_noise_30_right.wav,30,Right,4,1,49,3,74.74091558299551,,,,,,,,,,74.73270920800132,pre_test,74.74091558299551,75.23733629166624,75.23803487500118,75.72785729099996,75.72785729099996,75.98171666599956,c,0.25242324999999255,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_white_noise_90_right.wav,90,Right,4,2,50,1,75.99065324999538,,,,,,,,,,75.98233116600022,pre_test,75.99065324999538,76.48768799966298,76.48796566599776,76.977861708001,76.977861708001,77.24154974999692,z,0.26182574999984354,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_white_noise_0_left.wav,0,Left,4,3,51,4,77.24930108300032,,,,,,,,,,77.24215191599797,pre_test,77.24930108300032,77.74415437466475,77.74516662499809,78.23798349999561,78.23798349999561,78.39852370799781,x,0.1573241660007625,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_white_noise_30_left.wav,30,Left,4,4,52,2,78.42146708299697,,,,,,,,,,78.39913079099642,pre_test,78.42146708299697,78.90409316666434,78.91108791599981,79.39451033299702,79.39451033299702,79.64906883300137,c,0.24733129199739778,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_pure_tone_30_left.wav,30,Left,4,5,53,8,79.65756962500018,,,,,,,,,,79.64969404099975,pre_test,79.65756962500018,80.15413195766838,80.1547479159999,80.64496441599476,80.64496441599476,80.89888637499826,z,0.24803762499504955,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_pure_tone_90_right.wav,90,Right,4,6,54,7,80.90757237499929,,,,,,,,,,80.89952441599598,pre_test,80.90757237499929,81.40449849966195,81.40475029099616,81.89482979099557,81.89482979099557,82.42531891600083,v,0.5217217500030529,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_pure_tone_30_right.wav,30,Right,4,7,55,9,82.4336497080003,,,,,,,,,,82.4259652499968,pre_test,82.4336497080003,82.92834133266685,82.92755637499795,83.42157537499588,83.42157537499588,83.74250929099799,c,0.3194439579965547,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_pure_tone_90_left.wav,90,Left,4,8,56,6,83.75030137499562,,,,,,,,,,83.7431639159986,pre_test,83.75030137499562,84.24476924966827,84.24457341599918,84.73816766600066,84.73816766600066,85.24865633299487,x,0.505575458999374,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_pure_tone_0_left.wav,0,Left,4,9,57,10,85.27182770799845,,,,,,,,,,85.24927249999746,pre_test,85.27182770799845,85.7543390826652,85.76132483300171,86.2448129580007,86.2448129580007,86.86607970800105,c,0.6139039159970707,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_white_noise_0_right.wav,0,Right,4,10,58,5,86.87475474999519,,,,,,,,,,86.86672512500081,pre_test,86.87475474999519,87.37103204166148,87.37169041599554,87.86151216599683,87.86151216599683,91.01544616599858,c,3.1467069999998785,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_pure_tone_0_right.wav,0,Right,4,11,59,11,91.02447962499718,,,,,,,,,,91.01611383300042,pre_test,91.02447962499718,91.52175566666507,91.52118354100094,92.0118415409961,92.0118415409961,92.35917099999642,c,0.3369894999996177,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_white_noise_90_left.wav,90,Left,5,0,60,0,92.36727574999531,,,,,,,,,,92.35976920800022,pre_test,92.36727574999531,92.86209312466623,92.86097074999998,93.35527329099568,93.35527329099568,94.9087607909969,z,1.5517954579991056,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_pure_tone_0_left.wav,0,Left,5,1,61,10,94.91649033299473,,,,,,,,,,94.90941995799949,pre_test,94.91649033299473,95.41150941666662,95.41153924999526,95.90520987499622,95.90520987499622,96.29245820800134,c,0.3798901249974733,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_pure_tone_30_right.wav,30,Right,5,2,62,9,96.30075966599543,,,,,,,,,,96.29307437499665,pre_test,96.30075966599543,96.79489120766472,96.79511708299833,97.28859958300018,97.28859958300018,98.89236391599843,v,1.6021606249996694,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_pure_tone_90_right.wav,90,Right,5,3,63,7,98.90041458299675,,,,,,,,,,98.89301462499861,pre_test,98.90041458299675,99.39539041666673,99.39494908299821,99.88879433299735,99.88879433299735,100.07559270799538,b,0.18539254200004507,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_white_noise_30_left.wav,30,Left,5,4,64,2,100.08331841600011,,,,,,,,,,100.07619612499548,pre_test,100.08331841600011,100.57849216666752,100.57846995799628,101.07218479099538,101.07218479099538,102.31570324999484,x,1.2376352079954813,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_pure_tone_30_left.wav,30,Left,5,5,65,8,102.3389323750016,,,,,,,,,,102.31634329100052,pre_test,102.3389323750016,102.82194908266344,102.82810362499731,103.31255033300113,103.31255033300113,103.69266095799685,z,0.3787518339959206,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
,,,,,,,103.70021870799974,,,,,,,,,,103.69327279099525,pre_test,103.70021870799974,104.19593849966283,104.19486383299954,104.68828254099935,104.68828254099935,,,,,,,,,,,,
