sound_file_name,Angle,Channel,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,load_variables.started,load_variables.stopped,Welcome.started,key_instruct.started,Welcome.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,pretest.started,trial_type,fixation.started,sound_1.started,fixation.stopped,image.started,pretest_response.started,pretest.stopped,pretest_response.keys,pretest_response.rt,pretest_response.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.018288415994902607,0.01879166599974269,,,,,,,,,,,,,,,,,,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
,,,,,,,,,,,0.018830957997124642,0.03199604099791031,7.746095374997822,space,7.706477291998453,None,,,,,,,,,,,,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_white_noise_30_right.wav,30,Right,0,0,0,3,7.799898500001291,,,,,,,,,,7.756908332994499,pre_test,7.799898500001291,8.252058124668354,8.29159554099897,8.74546291599836,8.74546291599836,10.179495207994478,v,1.4263471669983119,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_pure_tone_30_right.wav,30,Right,0,1,1,9,10.191131291001511,,,,,,,,,,10.180698666001263,pre_test,10.191131291001511,10.684970416663662,10.685526875000505,11.175425790999725,11.175425790999725,11.606000291001692,v,0.4255672919971403,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_white_noise_90_left.wav,90,Left,0,2,2,0,11.625958915996307,,,,,,,,,,11.606615083001088,pre_test,11.625958915996307,12.108692332662274,12.118756500000018,12.602339790995757,12.602339790995757,12.980030499995337,z,0.3705572500039125,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_pure_tone_30_left.wav,30,Left,0,3,3,8,12.989761707998696,,,,,,,,,,12.9806929999977,pre_test,12.989761707998696,13.485077791661995,13.485874915997556,13.975551083000028,13.975551083000028,14.32971749999706,z,0.3527111250004964,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_pure_tone_0_right.wav,0,Right,0,4,4,11,14.33976991599775,,,,,,,,,,14.330330582997703,pre_test,14.33976991599775,14.835141374667971,14.835748165998666,15.325531791000685,15.325531791000685,16.25620450000133,c,0.9262683330016444,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_pure_tone_90_left.wav,90,Left,0,5,5,6,16.26603299999988,,,,,,,,,,16.256879707994813,pre_test,16.26603299999988,16.759710624665118,16.758327750001627,17.252377582997724,17.252377582997724,18.006435707997298,x,0.7514653329999419,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_white_noise_0_left.wav,0,Left,0,6,6,4,18.016321791001246,,,,,,,,,,18.007048374995065,pre_test,18.016321791001246,18.509954791665464,18.50822362499457,19.00266308299615,19.00266308299615,19.672868124995148,z,0.6649085000026389,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_pure_tone_0_left.wav,0,Left,0,7,7,10,19.68270441599452,,,,,,,,,,19.673555207999016,pre_test,19.68270441599452,20.17547820766437,20.17578295799467,20.669395582997822,20.669395582997822,22.089752665997366,c,1.4181173329998273,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_pure_tone_90_right.wav,90,Right,0,8,8,7,22.099669832998188,,,,,,,,,,22.090364124996995,pre_test,22.099669832998188,22.592289999662412,22.59273533299711,23.086001874995418,23.086001874995418,23.58957270799874,v,0.4962564579982427,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_white_noise_90_right.wav,90,Right,0,9,9,1,23.599315665996983,,,,,,,,,,23.590260707998823,pre_test,23.599315665996983,24.092913791664856,24.091879790998064,24.586053415994684,24.586053415994684,25.046510332998878,v,0.4563258330017561,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_white_noise_30_left.wav,30,Left,0,10,10,2,25.056834082999558,,,,,,,,,,25.047224540998286,pre_test,25.056834082999558,25.552595791665468,25.552869332997943,26.042981332997442,26.042981332997442,26.29030741599854,z,0.24218595900310902,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_white_noise_0_right.wav,0,Right,0,11,11,5,26.30003237499477,,,,,,,,,,26.290976208001666,pre_test,26.30003237499477,26.79317954166278,26.79229416599992,27.28624991599645,27.28624991599645,27.472242541000014,x,0.17600970799685456,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_white_noise_0_left.wav,0,Left,1,0,12,4,27.48027558299509,,,,,,,,,,27.47285016599926,pre_test,27.48027558299509,27.975868124664217,27.975876749995223,28.46959854099987,28.46959854099987,28.639068415999645,x,0.15955908299656585,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_white_noise_90_left.wav,90,Left,1,1,13,0,28.646908957998676,,,,,,,,,,28.639669332995254,pre_test,28.646908957998676,29.14259841666741,29.14271954099968,29.636116582994873,29.636116582994873,29.82324283300113,z,0.1830134579940932,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_pure_tone_30_right.wav,30,Right,1,2,14,9,29.83258341599867,,,,,,,,,,29.823876875001588,pre_test,29.83258341599867,30.326093957661456,30.326243915995292,30.81961287499871,30.81961287499871,30.98001841599762,c,0.1580285419986467,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_pure_tone_0_left.wav,0,Left,1,3,15,10,31.003209333000996,,,,,,,,,,30.980630291000125,pre_test,31.003209333000996,31.4862903746655,31.49240429099882,31.976324540999485,31.976324540999485,32.11387712499709,x,0.13163479200011352,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_pure_tone_90_right.wav,90,Right,1,4,16,7,32.12273929100047,,,,,,,,,,32.11447508299898,pre_test,32.12273929100047,32.619715957666145,32.619082958000945,33.109793290997914,33.109793290997914,33.19051266599854,c,0.07905162499810103,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_white_noise_0_right.wav,0,Right,1,5,17,5,33.19822325000132,,,,,,,,,,33.191169290999824,pre_test,33.19822325000132,33.69265204166392,33.69272883299709,34.18662133299949,34.18662133299949,34.32374224999512,z,0.12949958300305298,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_pure_tone_0_right.wav,0,Right,1,6,18,11,34.331875915995624,,,,,,,,,,34.32445100000041,pre_test,34.331875915995624,34.8261097916659,34.82622108299984,35.319756665994646,35.319756665994646,35.43093712499831,x,0.10472420800215332,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_pure_tone_90_left.wav,90,Left,1,7,19,6,35.439466541,,,,,,,,,,35.43159687500156,pre_test,35.439466541,35.93611808266384,35.93620216599811,36.42642524999974,36.42642524999974,36.680266666000534,c,0.24882487500144634,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_white_noise_30_right.wav,30,Right,1,8,20,3,36.690609040997515,,,,,,,,,,36.68086712499644,pre_test,36.690609040997515,37.186521874664564,37.18634691600164,37.676680374999705,37.676680374999705,37.89061799999763,v,0.20355091700184857,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
final_white_noise_30_left.wav,30,Left,1,9,21,2,37.90023554099753,,,,,,,,,,37.89123537499836,pre_test,37.90023554099753,38.39375945766757,38.39235733299574,38.88664804099972,38.88664804099972,39.06390983299934,z,0.17151875000126893,None,600827,001,2024-12-03_16h27.03.442,experiment,2024.1.5,None,2024-12-03 16h27.15.359757 +0530,
